COUNTY,INDEXYEAR,LOCATION,POPULATION,TOTAL,RATE,PRSNTOTAL,PRSNRATE,MURDER,MANSLAUGHTER,FORCIBLE_SEX,ASSAULT,NON_FORCIBLE_SEX,KIDNAPPING_ABDUCTION,HUMAN_TRAFFICKING,VIOL_OF_NO_CONTACT,PRPRTYTOTAL,PRPRTYRATE,ARSON,BRIBERY,BURGLARY,COUNTERFEITING_FORGERY,DESTRUCTION_OF_PROPERTY,EXTORTION_BLACKMAIL,ROBBERY,THEFT,SCTYTOTAL,SCTYRATE,DRUG_VIOLATIONS,GAMBLING_VIOLATIONS,PORNOGRAPHY,PROSTITUTION,WEAPON_LAW_VIOLATION,ANIMAL_CRUELTY
KITTITAS,2013,Kittitas Police Department,"1,450",37,25.52,4,2.76,0,0,0,4,0,0,0,0,33,22.76,0,0,10,0,3,0,1,19,0,0.00,0,0,0,0,0,0
KITTITAS,2014,Kittitas Police Department,"1,475",35,23.73,12,8.14,0,0,2,10,0,0,0,0,23,15.59,1,0,3,0,10,0,0,9,0,0.00,0,0,0,0,0,0
KITTITAS,2015,Kittitas Police Department,"1,455",17,11.68,6,4.12,0,0,1,3,0,0,0,2,11,7.56,0,0,2,0,1,0,0,8,0,0.00,0,0,0,0,0,0
KITTITAS,2016,Kittitas Police Department,"1,460",31,21.23,6,4.11,0,0,0,6,0,0,0,0,25,17.12,0,0,2,1,5,0,0,17,0,0.00,0,0,0,0,0,0
KITTITAS,2017,Kittitas Police Department,"1,500",13,8.67,2,1.33,0,0,0,2,0,0,0,0,11,7.33,0,0,1,0,2,0,0,8,0,0.00,0,0,0,0,0,0
KITTITAS,2018,Kittitas Police Department,"1,515",4,2.64,2,1.32,0,0,0,1,0,0,0,1,2,1.32,0,0,0,0,1,0,0,1,0,0.00,0,0,0,0,0,0
KLICKITAT,2012,Bingen Police Department,730,60,82.19,6,8.22,0,0,0,6,0,0,0,0,49,67.12,0,0,5,1,20,0,0,23,5,6.85,5,0,0,0,0,0
KLICKITAT,2013,Bingen Police Department,725,66,91.03,15,20.69,0,0,0,15,0,0,0,0,51,70.34,0,0,3,2,23,0,0,23,0,0.00,0,0,0,0,0,0
KLICKITAT,2014,Bingen Police Department,730,39,53.42,9,12.33,0,0,0,8,0,0,0,1,30,41.10,2,0,1,4,10,0,1,12,0,0.00,0,0,0,0,0,0
KLICKITAT,2015,Bingen Police Department,735,37,50.34,10,13.61,0,0,0,10,0,0,0,0,25,34.01,0,0,1,1,12,0,0,11,2,2.72,2,0,0,0,0,0
KLICKITAT,2016,Bingen Police Department,735,43,58.50,15,20.41,0,0,2,9,0,0,0,4,28,38.10,0,0,1,0,12,0,0,15,0,0.00,0,0,0,0,0,0
KLICKITAT,2017,Bingen Police Department,735,45,61.22,8,10.88,0,0,0,8,0,0,0,0,34,46.26,0,0,3,0,13,0,1,17,3,4.08,2,0,0,0,1,0
KLICKITAT,2018,Bingen Police Department,735,36,48.98,14,19.05,0,0,4,8,0,0,0,2,21,28.57,0,0,2,0,9,0,0,10,1,1.36,1,0,0,0,0,0
KLICKITAT,2019,Bingen Police Department,750,31,41.33,11,14.67,0,0,0,9,0,0,0,2,20,26.67,0,0,5,0,7,0,0,8,0,0.00,0,0,0,0,0,0
KLICKITAT,2020,Bingen Police Department,750,50,66.67,6,8.00,0,0,0,4,0,0,0,2,44,58.67,0,0,4,1,13,0,0,26,0,0.00,0,0,0,0,0,0
KLICKITAT,2012,COUNTY TOTAL,"20,605",720,34.90,188,9.10,0,0,12,126,0,0,0,50,486,23.60,0,0,91,13,130,0,1,251,46,2.20,33,0,0,0,13,0
KLICKITAT,2013,COUNTY TOTAL,"20,700",709,34.30,207,10.00,1,0,6,143,0,0,0,57,466,22.50,0,0,107,15,106,0,4,234,36,1.70,22,0,0,0,14,0
KLICKITAT,2014,COUNTY TOTAL,"20,935",605,28.90,173,8.30,0,0,10,136,1,0,0,26,411,19.60,2,0,81,12,107,0,2,207,21,1.00,17,0,0,0,4,0
KLICKITAT,2015,COUNTY TOTAL,"21,000",790,37.60,202,9.60,0,0,13,158,0,1,0,30,548,26.10,7,0,120,5,128,0,2,286,40,1.90,25,0,0,0,15,0
KLICKITAT,2016,COUNTY TOTAL,"21,270",592,27.80,221,10.40,2,0,16,159,1,0,0,43,337,15.80,0,0,66,2,73,0,2,194,34,1.60,22,0,1,0,11,0
KLICKITAT,2017,COUNTY TOTAL,"21,660",539,24.90,142,6.60,0,0,7,116,0,2,0,17,352,16.30,0,0,71,1,96,0,4,180,45,2.10,36,0,0,0,9,0
KLICKITAT,2018,COUNTY TOTAL,"21,980",485,22.10,161,7.30,1,0,18,107,0,1,0,34,253,11.50,0,0,52,0,65,0,1,135,71,3.20,28,0,1,0,42,0
KLICKITAT,2019,COUNTY TOTAL,"22,458",535,23.80,135,6.00,1,0,6,98,0,1,0,29,370,16.50,1,0,102,2,97,0,1,167,30,1.30,20,0,0,0,10,0
KLICKITAT,2020,COUNTY TOTAL,"22,770",490,21.50,107,4.70,0,0,12,69,0,0,0,26,365,16.00,0,0,80,2,96,0,1,186,18,0.80,10,0,0,0,8,0
KLICKITAT,2012,Goldendale Police Department,"3,425",375,109.49,92,26.86,0,0,2,65,0,0,0,25,263,76.79,0,0,37,0,83,0,1,142,20,5.84,20,0,0,0,0,0
KLICKITAT,2013,Goldendale Police Department,"3,410",294,86.22,65,19.06,0,0,0,50,0,0,0,15,215,63.05,0,0,43,1,50,0,4,117,14,4.11,12,0,0,0,2,0
KLICKITAT,2014,Goldendale Police Department,"3,420",264,77.19,58,16.96,0,0,0,50,0,0,0,8,194,56.73,0,0,34,0,54,0,0,106,12,3.51,12,0,0,0,0,0
KLICKITAT,2015,Goldendale Police Department,"3,425",368,107.45,69,20.15,0,0,4,49,0,1,0,15,292,85.26,6,0,40,1,78,0,2,165,7,2.04,7,0,0,0,0,0
KLICKITAT,2016,Goldendale Police Department,"3,435",225,65.50,60,17.47,0,0,3,45,1,0,0,11,160,46.58,0,0,15,0,34,0,2,109,5,1.46,4,0,0,0,1,0
KLICKITAT,2017,Goldendale Police Department,"3,490",267,76.50,63,18.05,0,0,1,54,0,0,0,8,193,55.30,0,0,22,0,61,0,1,109,11,3.15,10,0,0,0,1,0
KLICKITAT,2018,Goldendale Police Department,"3,530",188,53.26,42,11.90,0,0,4,29,0,0,0,9,129,36.54,0,0,12,0,43,0,0,74,17,4.82,14,0,1,0,2,0
KLICKITAT,2019,Goldendale Police Department,"3,545",317,89.42,65,18.34,0,0,1,55,0,0,0,9,234,66.01,1,0,25,0,82,0,1,125,18,5.08,17,0,0,0,1,0
KLICKITAT,2020,Goldendale Police Department,"3,565",207,58.06,43,12.06,0,0,2,32,0,0,0,9,158,44.32,0,0,22,0,56,0,0,80,6,1.68,4,0,0,0,2,0
KLICKITAT,2012,Klickitat County Sheriffs Office,"14,190",186,13.11,70,4.93,0,0,8,41,0,0,0,21,98,6.91,0,0,41,0,11,0,0,46,18,1.27,5,0,0,0,13,0
KLICKITAT,2013,Klickitat County Sheriffs Office,"14,290",262,18.33,110,7.70,1,0,6,67,0,0,0,36,131,9.17,0,0,56,1,19,0,0,55,21,1.47,9,0,0,0,12,0
KLICKITAT,2014,Klickitat County Sheriffs Office,"14,385",209,14.53,77,5.35,0,0,8,52,0,0,0,17,126,8.76,0,0,44,0,22,0,1,59,6,0.42,3,0,0,0,3,0
KLICKITAT,2015,Klickitat County Sheriffs Office,"14,420",287,19.90,90,6.24,0,0,6,73,0,0,0,11,169,11.72,1,0,74,0,30,0,0,64,28,1.94,13,0,0,0,15,0
KLICKITAT,2016,Klickitat County Sheriffs Office,"14,660",243,16.58,116,7.91,2,0,10,85,0,0,0,19,101,6.89,0,0,47,1,8,0,0,45,26,1.77,15,0,1,0,10,0
KLICKITAT,2017,Klickitat County Sheriffs Office,"14,955",166,11.10,61,4.08,0,0,6,45,0,2,0,8,76,5.08,0,0,42,0,9,0,1,24,29,1.94,22,0,0,0,7,0
KLICKITAT,2018,Klickitat County Sheriffs Office,"15,210",213,14.00,89,5.85,1,0,10,59,0,1,0,18,74,4.87,0,0,38,0,4,0,1,31,50,3.29,10,0,0,0,40,0
KLICKITAT,2019,Klickitat County Sheriffs Office,"15,525",139,8.95,46,2.96,1,0,5,27,0,1,0,12,84,5.41,0,0,69,0,1,0,0,14,9,0.58,1,0,0,0,8,0
KLICKITAT,2020,Klickitat County Sheriffs Office,"15,745",122,7.75,45,2.86,0,0,9,28,0,0,0,8,67,4.26,0,0,42,0,7,0,0,18,10,0.64,5,0,0,0,5,0
KLICKITAT,2012,White Salmon Police Department,"2,260",99,43.81,20,8.85,0,0,2,14,0,0,0,4,76,33.63,0,0,8,12,16,0,0,40,3,1.33,3,0,0,0,0,0
KLICKITAT,2013,White Salmon Police Department,"2,275",87,38.24,17,7.47,0,0,0,11,0,0,0,6,69,30.33,0,0,5,11,14,0,0,39,1,0.44,1,0,0,0,0,0
KLICKITAT,2014,White Salmon Police Department,"2,400",93,38.75,29,12.08,0,0,2,26,1,0,0,0,61,25.42,0,0,2,8,21,0,0,30,3,1.25,2,0,0,0,1,0
KLICKITAT,2015,White Salmon Police Department,"2,420",98,40.50,33,13.64,0,0,3,26,0,0,0,4,62,25.62,0,0,5,3,8,0,0,46,3,1.24,3,0,0,0,0,0
KLICKITAT,2016,White Salmon Police Department,"2,440",81,33.20,30,12.30,0,0,1,20,0,0,0,9,48,19.67,0,0,3,1,19,0,0,25,3,1.23,3,0,0,0,0,0
KLICKITAT,2017,White Salmon Police Department,"2,480",61,24.60,10,4.03,0,0,0,9,0,0,0,1,49,19.76,0,0,4,1,13,0,1,30,2,0.81,2,0,0,0,0,0
KLICKITAT,2018,White Salmon Police Department,"2,505",48,19.16,16,6.39,0,0,0,11,0,0,0,5,29,11.58,0,0,0,0,9,0,0,20,3,1.20,3,0,0,0,0,0
KLICKITAT,2019,White Salmon Police Department,"2,638",48,18.20,13,4.93,0,0,0,7,0,0,0,6,32,12.13,0,0,3,2,7,0,0,20,3,1.14,2,0,0,0,1,0
KLICKITAT,2020,White Salmon Police Department,"2,710",111,40.96,13,4.80,0,0,1,5,0,0,0,7,96,35.42,0,0,12,1,20,0,1,62,2,0.74,1,0,0,0,1,0
LEWIS,2012,COUNTY TOTAL,"75,557","4,881",64.60,"1,178",15.60,3,0,84,851,10,4,0,226,"2,980",39.40,12,0,555,37,638,2,23,"1,713",723,9.60,665,0,7,1,50,0
LEWIS,2013,COUNTY TOTAL,"74,850","4,101",54.80,"1,127",15.10,1,0,66,814,6,17,0,223,"2,533",33.80,14,0,480,47,438,1,23,"1,530",441,5.90,394,0,3,1,43,0
LEWIS,2014,COUNTY TOTAL,"75,029","4,356",58.10,"1,097",14.60,1,0,83,777,4,19,0,213,"2,836",37.80,13,0,486,62,541,4,25,"1,705",423,5.60,376,0,7,1,39,0
LEWIS,2015,COUNTY TOTAL,"76,020","4,265",56.10,"1,034",13.60,1,0,70,729,5,6,0,223,"2,881",37.90,8,0,437,44,682,1,34,"1,675",350,4.60,323,0,5,1,21,0
LEWIS,2016,COUNTY TOTAL,"76,254","4,592",60.20,"1,005",13.20,1,0,59,721,7,8,0,209,"3,222",42.30,10,0,441,77,690,1,28,"1,975",365,4.80,315,0,16,0,34,0
LEWIS,2017,COUNTY TOTAL,"76,795","4,742",61.70,"1,054",13.70,0,1,75,768,7,6,0,197,"3,262",42.50,11,0,479,108,603,3,30,"2,028",426,5.50,375,0,12,0,39,0
LEWIS,2018,COUNTY TOTAL,"77,741","4,675",60.10,"1,232",15.80,2,1,80,877,8,21,0,243,"2,925",37.60,3,0,462,66,620,5,29,"1,740",518,6.70,465,0,9,1,43,0
LEWIS,2019,COUNTY TOTAL,"78,825","4,048",51.40,"1,135",14.40,3,0,75,806,4,16,0,231,"2,413",30.60,2,1,322,78,528,5,25,"1,452",500,6.30,457,0,12,0,31,0
LEWIS,2020,COUNTY TOTAL,"78,850","3,719",47.20,"1,083",13.70,3,3,64,710,6,9,0,288,"2,122",26.90,7,0,280,56,417,1,24,"1,337",514,6.50,475,0,12,1,26,0
LEWIS,2012,Centralia Police Department,"16,687","2,090",125.25,444,26.61,2,0,42,288,6,4,0,102,"1,170",70.11,8,0,179,26,225,2,18,712,476,28.53,447,0,2,0,27,0
LEWIS,2013,Centralia Police Department,"16,600","1,812",109.16,465,28.01,0,0,30,317,5,6,0,107,"1,045",62.95,10,0,155,33,107,0,18,722,302,18.19,284,0,2,1,15,0
LEWIS,2014,Centralia Police Department,"16,724","1,721",102.91,435,26.01,0,0,32,311,2,9,0,81,"1,048",62.66,6,0,131,41,175,2,18,675,238,14.23,220,0,1,0,17,0
LEWIS,2015,Centralia Police Department,"16,790","1,742",103.75,366,21.80,1,0,29,249,1,1,0,85,"1,204",71.71,4,0,147,19,252,0,22,760,172,10.24,163,0,2,1,6,0
LEWIS,2016,Centralia Police Department,"16,820","1,911",113.61,338,20.10,1,0,24,244,1,4,0,64,"1,446",85.97,7,0,177,43,270,0,22,927,127,7.55,117,0,4,0,6,0
LEWIS,2017,Centralia Police Department,"16,940","1,963",115.88,391,23.08,0,1,44,289,1,0,0,56,"1,395",82.35,4,0,181,52,199,2,21,936,177,10.45,161,0,5,0,11,0
LEWIS,2018,Centralia Police Department,"17,071","1,970",115.40,536,31.40,0,0,39,379,2,15,0,101,"1,164",68.19,1,0,162,22,200,4,23,752,270,15.82,251,0,4,1,14,0
LEWIS,2019,Centralia Police Department,"17,170","1,680",97.85,450,26.21,1,0,23,327,2,5,0,92,986,57.43,1,1,113,26,193,5,14,633,244,14.21,231,0,6,0,7,0
LEWIS,2020,Centralia Police Department,"17,290","1,578",91.27,440,25.45,1,0,23,299,4,5,0,108,853,49.33,3,0,91,23,165,1,13,557,285,16.48,273,0,1,1,10,0
LEWIS,2012,Chehalis Police Department,"7,345",827,112.59,204,27.77,0,0,8,180,0,0,0,16,550,74.88,1,0,46,0,94,0,4,405,73,9.94,70,0,0,0,3,0
LEWIS,2013,Chehalis Police Department,"7,355",578,78.59,135,18.35,0,0,7,115,0,1,0,12,422,57.38,0,0,36,5,65,0,3,313,21,2.86,16,0,0,0,5,0
LEWIS,2014,Chehalis Police Department,"7,370",964,130.80,183,24.83,0,0,9,131,0,1,0,42,706,95.79,1,0,64,10,90,0,3,538,75,10.18,67,0,2,0,6,0
LEWIS,2015,Chehalis Police Department,"7,365",972,131.98,172,23.35,0,0,2,131,3,0,0,36,727,98.71,2,0,64,11,159,0,7,484,73,9.91,70,0,1,0,2,0
LEWIS,2016,Chehalis Police Department,"7,464","1,061",142.15,184,24.65,0,0,5,154,0,0,0,25,808,108.25,0,0,68,16,127,1,4,592,69,9.24,62,0,2,0,5,0
LEWIS,2017,Chehalis Police Department,"7,500","1,009",134.53,202,26.93,0,0,6,159,0,1,0,36,753,100.40,1,0,67,41,124,1,5,514,54,7.20,52,0,1,0,1,0
LEWIS,2018,Chehalis Police Department,"7,515",924,122.95,196,26.08,0,0,5,150,0,3,0,38,664,88.36,0,0,69,31,126,0,2,436,64,8.52,59,0,2,0,3,0
LEWIS,2019,Chehalis Police Department,"7,535",849,112.67,237,31.45,0,0,8,170,1,3,0,55,567,75.25,0,0,46,34,114,0,7,366,45,5.97,42,0,1,0,2,0
LEWIS,2020,Chehalis Police Department,"7,550",844,111.79,205,27.15,0,1,14,131,1,0,0,58,592,78.41,2,0,47,20,83,0,6,434,47,6.23,46,0,1,0,0,0
LEWIS,2012,Lewis County Sheriffs Office,"45,285","1,711",37.78,462,10.20,1,0,28,332,3,0,0,98,"1,097",24.22,3,0,303,8,274,0,1,508,152,3.36,128,0,5,0,19,0
LEWIS,2013,Lewis County Sheriffs Office,"45,890","1,461",31.84,462,10.07,1,0,22,334,0,10,0,95,898,19.57,4,0,260,8,234,1,1,390,101,2.20,79,0,1,0,21,0
LEWIS,2014,Lewis County Sheriffs Office,"45,900","1,388",30.24,410,8.93,1,0,39,284,2,9,0,75,877,19.11,6,0,261,5,227,2,4,372,101,2.20,82,0,4,0,15,0
LEWIS,2015,Lewis County Sheriffs Office,"46,090","1,282",27.82,397,8.61,0,0,30,277,0,5,0,85,793,17.21,2,0,195,12,226,1,5,352,92,2.00,78,0,2,0,12,0
LEWIS,2016,Lewis County Sheriffs Office,"46,175","1,389",30.08,416,9.01,0,0,26,267,5,3,0,115,823,17.82,3,0,183,13,248,0,1,375,150,3.25,118,0,10,0,22,0
LEWIS,2017,Lewis County Sheriffs Office,"46,520","1,558",33.49,391,8.40,0,0,19,266,3,5,0,98,984,21.15,5,0,215,11,262,0,2,489,183,3.93,153,0,5,0,25,0
LEWIS,2018,Lewis County Sheriffs Office,"47,270","1,595",33.74,447,9.46,2,1,32,301,5,3,0,103,975,20.63,2,0,219,9,274,1,4,466,173,3.66,145,0,3,0,25,0
LEWIS,2019,Lewis County Sheriffs Office,"48,185","1,440",29.88,421,8.74,2,0,42,285,1,8,0,83,811,16.83,1,0,159,18,213,0,4,416,208,4.32,181,0,5,0,22,0
LEWIS,2020,Lewis County Sheriffs Office,"48,670","1,264",25.97,429,8.81,2,2,25,274,1,4,0,121,656,13.48,2,0,138,13,164,0,5,334,179,3.68,153,0,10,0,16,0
LEWIS,2012,Morton Police Department,"1,125",41,36.44,16,14.22,0,0,0,11,0,0,0,5,19,16.89,0,0,1,2,4,0,0,12,6,5.33,4,0,0,1,1,0
LEWIS,2013,Morton Police Department,"1,120",51,45.54,9,8.04,0,0,1,7,1,0,0,0,34,30.36,0,0,9,0,7,0,0,18,8,7.14,7,0,0,0,1,0
LEWIS,2014,Morton Police Department,"1,120",72,64.29,17,15.18,0,0,1,14,0,0,0,2,54,48.21,0,0,7,2,17,0,0,28,1,0.89,1,0,0,0,0,0
LEWIS,2015,Morton Police Department,"1,125",74,65.78,30,26.67,0,0,0,19,1,0,0,10,37,32.89,0,0,9,0,15,0,0,13,7,6.22,6,0,0,0,1,0
LEWIS,2016,Morton Police Department,"1,120",69,61.61,24,21.43,0,0,0,21,0,1,0,2,38,33.93,0,0,5,0,13,0,0,20,7,6.25,7,0,0,0,0,0
LEWIS,2017,Morton Police Department,"1,120",46,41.07,20,17.86,0,0,4,12,0,0,0,4,22,19.64,0,0,2,0,5,0,1,14,4,3.57,1,0,1,0,2,0
LEWIS,2018,Morton Police Department,"1,125",38,33.78,16,14.22,0,0,0,15,1,0,0,0,20,17.78,0,0,2,1,6,0,0,11,2,1.78,2,0,0,0,0,0
LEWIS,2019,Morton Police Department,"1,125",12,10.67,4,3.56,0,0,0,3,0,0,0,1,5,4.44,0,0,0,0,1,0,0,4,3,2.67,3,0,0,0,0,0
LEWIS,2020,Morton Police Department,"1,145",0,0.00,0,0.00,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
LEWIS,2013,Mossyrock Police Department,755,10,13.25,2,2.65,0,0,0,2,0,0,0,0,8,10.60,0,0,2,0,3,0,0,3,0,0.00,0,0,0,0,0,0
LEWIS,2014,Mossyrock Police Department,765,28,36.60,5,6.54,0,0,0,2,0,0,0,3,22,28.76,0,0,12,0,3,0,0,7,1,1.31,0,0,0,1,0,0
LEWIS,2015,Mossyrock Police Department,750,21,2.80,8,10.67,0,0,0,7,0,0,0,1,13,17.33,0,0,3,0,3,0,0,7,0,0.00,0,0,0,0,0,0
LEWIS,2016,Mossyrock Police Department,745,23,30.87,7,9.40,0,0,1,6,0,0,0,0,15,20.13,0,0,3,0,1,0,0,11,1,1.34,1,0,0,0,0,0
LEWIS,2017,Mossyrock Police Department,760,14,18.42,2,2.63,0,0,0,2,0,0,0,0,12,15.79,0,0,1,0,3,0,0,8,0,0.00,0,0,0,0,0,0
LEWIS,2018,Mossyrock Police Department,760,17,22.37,5,6.58,0,0,0,4,0,0,0,1,12,15.79,0,0,1,1,2,0,0,8,0,0.00,0,0,0,0,0,0
LEWIS,2019,Mossyrock Police Department,770,7,9.09,4,5.19,0,0,0,4,0,0,0,0,3,3.90,0,0,1,0,0,0,0,2,0,0.00,0,0,0,0,0,0
LEWIS,2020,Mossyrock Police Department,795,0,0.00,0,0.00,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
LEWIS,2012,Napavine Police Department,"1,790",35,19.55,11,6.15,0,0,1,9,1,0,0,0,22,12.29,0,0,4,0,3,0,0,15,2,1.12,2,0,0,0,0,0
LEWIS,2013,Napavine Police Department,"1,795",77,42.90,24,13.37,0,0,5,18,0,0,0,1,46,25.63,0,0,5,0,10,0,1,30,7,3.90,6,0,0,0,1,0
LEWIS,2014,Napavine Police Department,"1,815",90,49.59,30,16.53,0,0,1,20,0,0,0,9,55,30.30,0,0,4,2,14,0,0,35,5,2.75,4,0,0,0,1,0
LEWIS,2015,Napavine Police Department,"1,835",55,29.97,30,16.35,0,0,4,23,0,0,0,3,25,13.62,0,0,4,1,5,0,0,15,0,0.00,0,0,0,0,0,0
LEWIS,2016,Napavine Police Department,"1,870",37,19.79,12,6.42,0,0,0,12,0,0,0,0,22,11.76,0,0,2,2,7,0,0,11,3,1.60,2,0,0,0,1,0
LEWIS,2017,Napavine Police Department,"1,900",55,28.95,15,7.89,0,0,1,14,0,0,0,0,39,20.53,0,0,7,1,2,0,0,29,1,0.53,1,0,0,0,0,0
LEWIS,2018,Napavine Police Department,"1,940",69,35.57,18,9.28,0,0,1,17,0,0,0,0,48,24.74,0,0,2,1,6,0,0,39,3,1.55,2,0,0,0,1,0
LEWIS,2019,Napavine Police Department,"1,980",8,4.04,4,2.02,0,0,0,4,0,0,0,0,4,2.02,0,0,0,0,1,0,0,3,0,0.00,0,0,0,0,0,0
LEWIS,2020,Napavine Police Department,"2,010",0,0.00,0,0.00,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
LEWIS,2012,Pe Ell Police Department,635,3,4.72,0,0.00,0,0,0,0,0,0,0,0,2,3.15,0,0,0,0,0,0,0,2,1,1.57,1,0,0,0,0,0
LEWIS,2012,Toledo Police Department,725,43,59.31,9,12.41,0,0,1,8,0,0,0,0,31,42.76,0,0,2,1,13,0,0,15,3,4.14,3,0,0,0,0,0
LEWIS,2015,Toledo Police Department,725,27,37.24,7,9.66,0,0,0,6,0,0,0,1,17,23.45,0,0,3,0,5,0,0,9,3,4.14,3,0,0,0,0,0
LEWIS,2016,Toledo Police Department,720,36,50.00,10,13.89,0,0,2,5,1,0,0,2,22,30.56,0,0,0,2,10,0,0,10,4,5.56,4,0,0,0,0,0
LEWIS,2017,Toledo Police Department,720,27,37.50,6,8.33,0,0,0,4,0,0,0,2,16,22.22,0,0,2,0,1,0,1,12,5,6.94,5,0,0,0,0,0
LEWIS,2018,Toledo Police Department,720,17,23.61,6,8.33,0,0,0,6,0,0,0,0,10,13.89,0,0,3,0,2,0,0,5,1,1.39,1,0,0,0,0,0
LEWIS,2019,Toledo Police Department,720,26,36.11,8,11.11,0,0,1,7,0,0,0,0,18,25.00,0,0,2,0,2,0,0,14,0,0.00,0,0,0,0,0,0
LEWIS,2020,Toledo Police Department,660,14,21.21,4,6.06,0,0,1,2,0,0,0,1,10,15.15,0,0,3,0,4,0,0,3,0,0.00,0,0,0,0,0,0
LEWIS,2012,Vader Police Department,625,35,5.60,6,9.60,0,0,0,6,0,0,0,0,27,43.20,0,0,5,0,9,0,0,13,2,3.20,2,0,0,0,0,0
LEWIS,2012,Winlock Police Department,"1,340",96,71.64,26,19.40,0,0,4,17,0,0,0,5,62,46.27,0,0,15,0,16,0,0,31,8,5.97,8,0,0,0,0,0
LEWIS,2013,Winlock Police Department,"1,335",112,83.90,30,22.47,0,0,1,21,0,0,0,8,80,59.93,0,0,13,1,12,0,0,54,2,1.50,2,0,0,0,0,0
LEWIS,2014,Winlock Police Department,"1,335",93,69.66,17,12.73,0,0,1,15,0,0,0,1,74,55.43,0,0,7,2,15,0,0,50,2,1.50,2,0,0,0,0,0
LEWIS,2015,Winlock Police Department,"1,340",92,68.66,24,17.91,0,0,5,17,0,0,0,2,65,48.51,0,0,12,1,17,0,0,35,3,2.24,3,0,0,0,0,0
LEWIS,2016,Winlock Police Department,"1,340",66,49.25,14,10.45,0,0,1,12,0,0,0,1,48,35.82,0,0,3,1,14,0,1,29,4,2.99,4,0,0,0,0,0
LEWIS,2017,Winlock Police Department,"1,335",70,52.43,27,20.22,0,0,1,22,3,0,0,1,41,30.71,1,0,4,3,7,0,0,26,2,1.50,2,0,0,0,0,0
LEWIS,2018,Winlock Police Department,"1,340",45,33.58,8,5.97,0,0,3,5,0,0,0,0,32,23.88,0,0,4,1,4,0,0,23,5,3.73,5,0,0,0,0,0
LEWIS,2019,Winlock Police Department,"1,340",26,19.40,7,5.22,0,0,1,6,0,0,0,0,19,14.18,0,0,1,0,4,0,0,14,0,0.00,0,0,0,0,0,0
LEWIS,2020,Winlock Police Department,730,19,26.03,5,6.85,0,0,1,4,0,0,0,0,11,15.07,0,0,1,0,1,0,0,9,3,4.11,3,0,0,0,0,0
LINCOLN,2012,COUNTY TOTAL,"10,675",442,41.40,97,9.10,0,0,6,86,1,0,0,4,284,26.60,2,0,59,1,68,0,0,154,61,5.70,56,0,0,0,5,0
LINCOLN,2013,COUNTY TOTAL,"10,675",334,31.30,72,6.70,0,0,8,61,0,1,0,2,218,20.40,1,0,52,0,50,0,0,115,44,4.10,36,0,0,0,8,0
LINCOLN,2014,COUNTY TOTAL,"10,700",356,33.30,90,8.40,0,0,13,74,2,1,0,0,220,20.60,0,0,53,0,40,0,1,126,46,4.30,36,0,2,0,8,0
LINCOLN,2015,COUNTY TOTAL,"10,720",361,33.70,93,8.70,0,0,7,82,0,1,0,3,221,20.60,1,1,39,0,41,0,2,137,47,4.40,36,0,0,0,11,0
LINCOLN,2016,COUNTY TOTAL,"10,560",364,34.50,91,8.60,0,0,5,81,2,0,0,3,231,21.90,2,0,59,0,38,0,2,130,42,4.00,34,0,0,0,8,0
LINCOLN,2017,COUNTY TOTAL,"10,700",277,25.90,69,6.40,0,0,4,63,0,1,0,1,180,16.80,0,0,46,0,33,0,0,101,28,2.60,18,0,0,0,10,0
LINCOLN,2018,COUNTY TOTAL,"9,905",268,27.10,69,7.00,0,0,6,60,0,0,0,3,182,18.40,0,0,30,0,32,1,1,118,17,1.70,13,0,0,0,4,0
LINCOLN,2019,COUNTY TOTAL,"10,050",268,26.70,100,10.00,0,0,5,87,2,2,0,4,146,14.50,5,0,27,0,41,0,0,73,22,2.20,17,0,0,0,5,0
LINCOLN,2020,COUNTY TOTAL,"10,965",289,26.40,78,7.10,0,0,7,67,3,1,0,0,181,16.50,7,0,39,1,35,0,0,99,30,2.70,24,0,1,0,5,0
LINCOLN,2012,Lincoln County Sheriffs Office,"8,300",342,41.20,80,9.64,0,0,6,72,1,0,0,1,229,27.59,2,0,46,0,57,0,0,124,33,3.98,29,0,0,0,4,0
LINCOLN,2013,Lincoln County Sheriffs Office,"8,315",297,35.72,62,7.46,0,0,6,55,0,1,0,0,198,23.81,1,0,48,0,49,0,0,100,37,4.45,31,0,0,0,6,0
LINCOLN,2014,Lincoln County Sheriffs Office,"8,355",329,39.38,82,9.81,0,0,12,67,2,1,0,0,204,24.42,0,0,50,0,39,0,1,114,43,5.15,33,0,2,0,8,0
LINCOLN,2015,Lincoln County Sheriffs Office,"8,365",328,39.21,82,9.80,0,0,7,74,0,1,0,0,201,24.03,1,1,35,0,38,0,2,124,45,5.38,34,0,0,0,11,0
LINCOLN,2016,Lincoln County Sheriffs Office,"8,285",304,36.69,69,8.33,0,0,4,63,2,0,0,0,198,23.90,2,0,53,0,31,0,2,110,37,4.47,29,0,0,0,8,0
